site,name,country,region,sar_avail_pct,sar_up_seconds,sar_down_seconds,sar_missing_seconds,path_status,path_uptime_seconds,path_downtime_seconds,cellular_uptime_s_estimated,mdm_events,last_mdm_minutes_ago
TXLR,TXLR0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TXMF,TXMF0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TXNC,TXNC0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TXOD,TXOD0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TXPO,TXPO0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
TXSB,TXSB0xUSA,USA,NA,99.930,2661660,1860,16620,flapping,2661660,1860,109716,9,6032
TXSL,TXSL0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
TXSN,TXSN0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
TXSR,TXSR0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
TXSW,TXSW0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
UTGU,UTGU0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
UTHU,UTHU0xUSA,USA,NA,100.000,2663520,0,16620,brief-failover,2663520,0,28800,2,1970
UTML,UTML0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
VAAB,VAAB0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
VABF,VABF0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
VACP,VACP0xUSA,USA,NA,100.000,2663520,0,16620,stuck-degraded,2663520,0,144000,10,7237
VARM,VARM0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
VAVN,VAVN0xUSA,USA,NA,98.675,2628240,35280,16620,outage-no-cellular,2628240,35280,0,0,
VTRU,VTRU0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
WALD,WALD0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
WAMW,WAMW0xUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
WARP,WARP0xUSA,USA,NA,99.092,2639340,24180,16620,outage-no-cellular,2639340,24180,0,0,
WASE,WASE0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
WAWA,WAWA0xUSA,USA,NA,99.977,2662920,600,16620,outage-no-cellular,2662920,600,0,0,
WAYA,WAYA0xUSA,USA,NA,100.000,2663520,0,16620,stuck-degraded,2663520,0,374400,31,5228
WIEC,WIEC0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
WIER,WIER0xUSA,USA,NA,99.953,2662260,1260,16620,outage-no-cellular,2662260,1260,0,0,
WIHW,WIHW0xUSA,USA,NA,99.975,2662860,660,16620,outage-no-cellular,2662860,660,0,0,
WIJO,WIJO0xUSA,USA,NA,100.000,2663520,0,16620,outage-no-cellular,2663520,0,0,0,
WILC,WILC0XUSA,USA,NA,100.000,2663520,0,16620,stable,2663520,0,0,0,
